videoid,num_objects,path,trajectory_maps_path,text,flow
4502519,1,/datadrive2/lqh/testset_data/resized_videos/4502519.mp4,/datadrive2/lqh/testset_data/filtered_masks/4502519, cyclone in the middle of the ocean,45.27266693115234
10265180,1,/datadrive2/lqh/testset_data/resized_videos/10265180.mp4,/datadrive2/lqh/testset_data/filtered_masks/10265180, close up on man finger tutting,44.85483169555664
5127006,1,/datadrive2/lqh/testset_data/resized_videos/5127006.mp4,/datadrive2/lqh/testset_data/filtered_masks/5127006,"A lone swimmer equipped with blue flippers dives deeper into the crystal clear waters, stirring up the sandy ocean floor as they go.",44.83356094360352
13728896,1,/datadrive2/lqh/testset_data/resized_videos/13728896.mp4,/datadrive2/lqh/testset_data/filtered_masks/13728896, turquoise water in resort,44.32217788696289
17892955,1,/datadrive2/lqh/testset_data/resized_videos/17892955.mp4,/datadrive2/lqh/testset_data/filtered_masks/17892955, bosphorus sea boat to karakoy,44.067138671875
5833000,1,/datadrive2/lqh/testset_data/resized_videos/5833000.mp4,/datadrive2/lqh/testset_data/filtered_masks/5833000, person walking on a rocky pathway,42.40180969238281
17143337,1,/datadrive2/lqh/testset_data/resized_videos/17143337.mp4,/datadrive2/lqh/testset_data/filtered_masks/17143337, fashion man sunglasses people,42.37141418457031
4196252,1,/datadrive2/lqh/testset_data/resized_videos/4196252.mp4,/datadrive2/lqh/testset_data/filtered_masks/4196252, skipping stones on the deep water of a river,42.09881210327149
4823200,1,/datadrive2/lqh/testset_data/resized_videos/4823200.mp4,/datadrive2/lqh/testset_data/filtered_masks/4823200, a man dancing at home,41.03802490234375
6714788,1,/datadrive2/lqh/testset_data/resized_videos/6714788.mp4,/datadrive2/lqh/testset_data/filtered_masks/6714788, couple walking in the woods with their dog while holding hands,40.50166702270508
6654160,1,/datadrive2/lqh/testset_data/resized_videos/6654160.mp4,/datadrive2/lqh/testset_data/filtered_masks/6654160, woman opening the faucet,40.16520690917969
6572844,1,/datadrive2/lqh/testset_data/resized_videos/6572844.mp4,/datadrive2/lqh/testset_data/filtered_masks/6572844, close up shot of a man holding on pommel horse grip,40.154293060302734
1345911,1,/datadrive2/lqh/testset_data/resized_videos/1345911.mp4,/datadrive2/lqh/testset_data/filtered_masks/1345911, close up shot of grass,39.95170593261719
4088836,1,/datadrive2/lqh/testset_data/resized_videos/4088836.mp4,/datadrive2/lqh/testset_data/filtered_masks/4088836, music musician lifestyle sound,39.5662956237793
4091648,1,/datadrive2/lqh/testset_data/resized_videos/4091648.mp4,/datadrive2/lqh/testset_data/filtered_masks/4091648, a boat with tourists getting ready to dock,39.47071075439453
3029453,1,/datadrive2/lqh/testset_data/resized_videos/3029453.mp4,/datadrive2/lqh/testset_data/filtered_masks/3029453, a man and a woman on a building view dwck,39.43059539794922
4334124,1,/datadrive2/lqh/testset_data/resized_videos/4334124.mp4,/datadrive2/lqh/testset_data/filtered_masks/4334124, a man thoroughly washing his hands,38.37645721435547
12759422,1,/datadrive2/lqh/testset_data/resized_videos/12759422.mp4,/datadrive2/lqh/testset_data/filtered_masks/12759422, bird chick grooming itself,37.063114166259766
6557764,1,/datadrive2/lqh/testset_data/resized_videos/6557764.mp4,/datadrive2/lqh/testset_data/filtered_masks/6557764, people playing table hockey,36.176300048828125
6602509,1,/datadrive2/lqh/testset_data/resized_videos/6602509.mp4,/datadrive2/lqh/testset_data/filtered_masks/6602509, drone footage of a moving train crossing a farmland,35.673179626464844
7055400,1,/datadrive2/lqh/testset_data/resized_videos/7055400.mp4,/datadrive2/lqh/testset_data/filtered_masks/7055400, woman typing on laptop,35.34918975830078
6022791,1,/datadrive2/lqh/testset_data/resized_videos/6022791.mp4,/datadrive2/lqh/testset_data/filtered_masks/6022791,"A person with a prosthetic leg is jumping rope in a park, surrounded by trees and a clear blue sky.",34.94513702392578
16817285,1,/datadrive2/lqh/testset_data/resized_videos/16817285.mp4,/datadrive2/lqh/testset_data/filtered_masks/16817285,"A vibrant cultural procession unfolds in a square with historical architecture, against a backdrop of mountains under a blue sky with scattered clouds.",34.74095916748047
4866633,1,/datadrive2/lqh/testset_data/resized_videos/4866633.mp4,/datadrive2/lqh/testset_data/filtered_masks/4866633,"A person in a wetsuit diving underwater, with sunlight penetrating the ocean surface creating a serene scene.",34.48094940185547
6053510,1,/datadrive2/lqh/testset_data/resized_videos/6053510.mp4,/datadrive2/lqh/testset_data/filtered_masks/6053510, woman exercising in a walking machine,34.47467422485352
5592507,1,/datadrive2/lqh/testset_data/resized_videos/5592507.mp4,/datadrive2/lqh/testset_data/filtered_masks/5592507, person wearing pink gloves,34.30171585083008
5451388,1,/datadrive2/lqh/testset_data/resized_videos/5451388.mp4,/datadrive2/lqh/testset_data/filtered_masks/5451388, a person getting water from the water dispenser,34.2061653137207
10106523,1,/datadrive2/lqh/testset_data/resized_videos/10106523.mp4,/datadrive2/lqh/testset_data/filtered_masks/10106523, dolphins doing tricks at a water park,34.056278228759766
18101986,1,/datadrive2/lqh/testset_data/resized_videos/18101986.mp4,/datadrive2/lqh/testset_data/filtered_masks/18101986,A worker wearing a blue glove adjusts a component on a green and black machine in a manufacturing setting.,33.41422653198242
3327657,1,/datadrive2/lqh/testset_data/resized_videos/3327657.mp4,/datadrive2/lqh/testset_data/filtered_masks/3327657, a man holds a woman hand while sitting down,32.593467712402344
3192361,1,/datadrive2/lqh/testset_data/resized_videos/3192361.mp4,/datadrive2/lqh/testset_data/filtered_masks/3192361, mother and child having fun in the pool,32.410858154296875
3048203,1,/datadrive2/lqh/testset_data/resized_videos/3048203.mp4,/datadrive2/lqh/testset_data/filtered_masks/3048203, woman running and checking on her tracker,31.41302490234375
4360171,1,/datadrive2/lqh/testset_data/resized_videos/4360171.mp4,/datadrive2/lqh/testset_data/filtered_masks/4360171,"An array of paintbrushes stands in a glass jar amidst a cluttered desk with a ruler, a lampshade, and art supplies scattered around.",31.3270263671875
5354968,1,/datadrive2/lqh/testset_data/resized_videos/5354968.mp4,/datadrive2/lqh/testset_data/filtered_masks/5354968, woman exiting the the subway station,30.500003814697266
12130356,1,/datadrive2/lqh/testset_data/resized_videos/12130356.mp4,/datadrive2/lqh/testset_data/filtered_masks/12130356, a dog running after its toy,30.469911575317383
4215907,1,/datadrive2/lqh/testset_data/resized_videos/4215907.mp4,/datadrive2/lqh/testset_data/filtered_masks/4215907, person rubbing hands together,30.44512367248535
10611146,1,/datadrive2/lqh/testset_data/resized_videos/10611146.mp4,/datadrive2/lqh/testset_data/filtered_masks/10611146, drone footage of a mountain village,30.43802070617676
15622734,1,/datadrive2/lqh/testset_data/resized_videos/15622734.mp4,/datadrive2/lqh/testset_data/filtered_masks/15622734, close up view of a person writing on a notebook,30.185646057128903
4684304,1,/datadrive2/lqh/testset_data/resized_videos/4684304.mp4,/datadrive2/lqh/testset_data/filtered_masks/4684304, women walking on the dirt road,29.64919090270996
18686281,1,/datadrive2/lqh/testset_data/resized_videos/18686281.mp4,/datadrive2/lqh/testset_data/filtered_masks/18686281,"Fireworks exploding in the night sky, scattering golden sparks in all directions.",29.45858764648437
4936438,1,/datadrive2/lqh/testset_data/resized_videos/4936438.mp4,/datadrive2/lqh/testset_data/filtered_masks/4936438,"A person in a white shirt and black pants stands in front of a grand building with ornate doors and a classic street lamp, near a statue and greenery.",28.76187515258789
4127749,1,/datadrive2/lqh/testset_data/resized_videos/4127749.mp4,/datadrive2/lqh/testset_data/filtered_masks/4127749,"Layers of pink and blue disposable face masks lay still on a beige surface, their elastic ear loops creating soft curves.",28.498369216918945
4823673,1,/datadrive2/lqh/testset_data/resized_videos/4823673.mp4,/datadrive2/lqh/testset_data/filtered_masks/4823673, a man cleaning a car,28.24514961242676
4464038,1,/datadrive2/lqh/testset_data/resized_videos/4464038.mp4,/datadrive2/lqh/testset_data/filtered_masks/4464038, clouds in the sky,28.044919967651367
4592359,1,/datadrive2/lqh/testset_data/resized_videos/4592359.mp4,/datadrive2/lqh/testset_data/filtered_masks/4592359, video of a under the sea with dolphins,28.01150894165039
4264960,1,/datadrive2/lqh/testset_data/resized_videos/4264960.mp4,/datadrive2/lqh/testset_data/filtered_masks/4264960, man playing the guitar,27.8878116607666
17722498,1,/datadrive2/lqh/testset_data/resized_videos/17722498.mp4,/datadrive2/lqh/testset_data/filtered_masks/17722498,"A serene lake with ripples, surrounded by a forest under a clear blue sky.",27.55448341369629
6698661,1,/datadrive2/lqh/testset_data/resized_videos/6698661.mp4,/datadrive2/lqh/testset_data/filtered_masks/6698661, brothers and sisters playfully laughing in bed,27.49339485168457
17234393,1,/datadrive2/lqh/testset_data/resized_videos/17234393.mp4,/datadrive2/lqh/testset_data/filtered_masks/17234393, red opium poppy flower,27.45824432373047
5905102,1,/datadrive2/lqh/testset_data/resized_videos/5905102.mp4,/datadrive2/lqh/testset_data/filtered_masks/5905102, a man walking on the seashore while holding a surf board,27.429292678833008
16923290,1,/datadrive2/lqh/testset_data/resized_videos/16923290.mp4,/datadrive2/lqh/testset_data/filtered_masks/16923290, wood bench fashion man,27.42545318603516
12350428,1,/datadrive2/lqh/testset_data/resized_videos/12350428.mp4,/datadrive2/lqh/testset_data/filtered_masks/12350428,"The interior of a church is illuminated by stained glass windows and chandeliers, with a wooden pulpit and altar adorned with white flowers.",27.419307708740234
4405571,1,/datadrive2/lqh/testset_data/resized_videos/4405571.mp4,/datadrive2/lqh/testset_data/filtered_masks/4405571, top angle of a person feet walking on the ground,27.309518814086918
10601403,1,/datadrive2/lqh/testset_data/resized_videos/10601403.mp4,/datadrive2/lqh/testset_data/filtered_masks/10601403, a teen girl in a floral dress hanging out in a park,27.309431076049805
4983696,1,/datadrive2/lqh/testset_data/resized_videos/4983696.mp4,/datadrive2/lqh/testset_data/filtered_masks/4983696, person cooking a fish,26.87232208251953
5174160,1,/datadrive2/lqh/testset_data/resized_videos/5174160.mp4,/datadrive2/lqh/testset_data/filtered_masks/5174160, man with his canon camera taking pictures,26.719438552856445
5423855,1,/datadrive2/lqh/testset_data/resized_videos/5423855.mp4,/datadrive2/lqh/testset_data/filtered_masks/5423855, close up of a hickory horned devil,26.408016204833984
10433379,1,/datadrive2/lqh/testset_data/resized_videos/10433379.mp4,/datadrive2/lqh/testset_data/filtered_masks/10433379, a man drinking coffee at a campsite,26.3876953125
5614323,1,/datadrive2/lqh/testset_data/resized_videos/5614323.mp4,/datadrive2/lqh/testset_data/filtered_masks/5614323, cook hands kneading dough,26.328256607055664
4011754,1,/datadrive2/lqh/testset_data/resized_videos/4011754.mp4,/datadrive2/lqh/testset_data/filtered_masks/4011754, cargo ship traveling the east river,26.32118225097656
1094478,1,/datadrive2/lqh/testset_data/resized_videos/1094478.mp4,/datadrive2/lqh/testset_data/filtered_masks/1094478, man in red shirt passing by a art shop,26.063142776489254
5039715,1,/datadrive2/lqh/testset_data/resized_videos/5039715.mp4,/datadrive2/lqh/testset_data/filtered_masks/5039715, man riding a skateboard in a skatepark,26.014636993408203
12444626,1,/datadrive2/lqh/testset_data/resized_videos/12444626.mp4,/datadrive2/lqh/testset_data/filtered_masks/12444626,A wooden boardwalk stretches through a field of tall grass towards a dense forest under a clear blue sky.,25.87575912475586
3829707,1,/datadrive2/lqh/testset_data/resized_videos/3829707.mp4,/datadrive2/lqh/testset_data/filtered_masks/3829707,"A serene lake surrounded by lush greenery and a historic building in the background, under a cloudy sky.",25.72672462463379
6388877,1,/datadrive2/lqh/testset_data/resized_videos/6388877.mp4,/datadrive2/lqh/testset_data/filtered_masks/6388877, woman doing box jump,25.719417572021484
3010216,1,/datadrive2/lqh/testset_data/resized_videos/3010216.mp4,/datadrive2/lqh/testset_data/filtered_masks/3010216, a person making hand gestures and pointing at a map,24.79794311523437
17833704,1,/datadrive2/lqh/testset_data/resized_videos/17833704.mp4,/datadrive2/lqh/testset_data/filtered_masks/17833704, aerial view of dunes lighted by the sunset in a desert located near the sea gran canaria,24.714282989501957
4281280,1,/datadrive2/lqh/testset_data/resized_videos/4281280.mp4,/datadrive2/lqh/testset_data/filtered_masks/4281280, a man inside the car holding the steering wheel,24.61892318725586
5601396,1,/datadrive2/lqh/testset_data/resized_videos/5601396.mp4,/datadrive2/lqh/testset_data/filtered_masks/5601396, a woman walking barefooted on the sand,24.60296630859375
5068257,1,/datadrive2/lqh/testset_data/resized_videos/5068257.mp4,/datadrive2/lqh/testset_data/filtered_masks/5068257, woman wearing a wig and makeup,24.52583885192871
17608437,1,/datadrive2/lqh/testset_data/resized_videos/17608437.mp4,/datadrive2/lqh/testset_data/filtered_masks/17608437,Two pairs of hands raise drumsticks in the air at a crowded night market with glowing neon signs.,24.427215576171875
5039815,1,/datadrive2/lqh/testset_data/resized_videos/5039815.mp4,/datadrive2/lqh/testset_data/filtered_masks/5039815, teen having fun riding a skateboard in a skatepark,24.126279830932617
4519567,1,/datadrive2/lqh/testset_data/resized_videos/4519567.mp4,/datadrive2/lqh/testset_data/filtered_masks/4519567, woman wearing gray undergarments,24.048141479492188
5039835,1,/datadrive2/lqh/testset_data/resized_videos/5039835.mp4,/datadrive2/lqh/testset_data/filtered_masks/5039835, tracking shot of teens riding a skateboard in a skatepark,23.915111541748047
3740035,1,/datadrive2/lqh/testset_data/resized_videos/3740035.mp4,/datadrive2/lqh/testset_data/filtered_masks/3740035, a man standing on the escalator,23.80970001220703
5418380,1,/datadrive2/lqh/testset_data/resized_videos/5418380.mp4,/datadrive2/lqh/testset_data/filtered_masks/5418380, woman on top of a mountain cliff overlooking the ocean,23.755414962768555
5197614,1,/datadrive2/lqh/testset_data/resized_videos/5197614.mp4,/datadrive2/lqh/testset_data/filtered_masks/5197614,"A student with a backpack stands in a classroom filled with desks, papers, and a bookshelf crammed with varied reading materials.",23.368009567260746
10544168,1,/datadrive2/lqh/testset_data/resized_videos/10544168.mp4,/datadrive2/lqh/testset_data/filtered_masks/10544168, a smiling woman in a flowery dress running in a meadow,23.08957862854004
6577822,1,/datadrive2/lqh/testset_data/resized_videos/6577822.mp4,/datadrive2/lqh/testset_data/filtered_masks/6577822, drone footage of beach,22.933238983154297
6136996,1,/datadrive2/lqh/testset_data/resized_videos/6136996.mp4,/datadrive2/lqh/testset_data/filtered_masks/6136996,"A person stands by a marble counter under directional signage, next to a row of polished stone columns in a grand hallway.",22.743385314941406
15809779,1,/datadrive2/lqh/testset_data/resized_videos/15809779.mp4,/datadrive2/lqh/testset_data/filtered_masks/15809779, drone footage of a passenger train crossing a viaduct,22.595304489135746
4180659,1,/datadrive2/lqh/testset_data/resized_videos/4180659.mp4,/datadrive2/lqh/testset_data/filtered_masks/4180659, pan shot of the lake during sunset,22.193397521972656
11599395,1,/datadrive2/lqh/testset_data/resized_videos/11599395.mp4,/datadrive2/lqh/testset_data/filtered_masks/11599395, close up view of preparing rolled ice cream,22.12892341613769
3987788,1,/datadrive2/lqh/testset_data/resized_videos/3987788.mp4,/datadrive2/lqh/testset_data/filtered_masks/3987788,"A person in an orange jacket stands outdoors with a hand raised to their head, overlooking a grassy landscape with a water body in the background.",22.127582550048828
4115682,1,/datadrive2/lqh/testset_data/resized_videos/4115682.mp4,/datadrive2/lqh/testset_data/filtered_masks/4115682, close up shot of a tree,22.03777885437012
3191807,1,/datadrive2/lqh/testset_data/resized_videos/3191807.mp4,/datadrive2/lqh/testset_data/filtered_masks/3191807, kids riding a carriage pulled by a horse,21.97795867919922
2772887,1,/datadrive2/lqh/testset_data/resized_videos/2772887.mp4,/datadrive2/lqh/testset_data/filtered_masks/2772887,"A lone surfer rides a wave, carving a path through the foamy white water.",21.743223190307617
4166343,1,/datadrive2/lqh/testset_data/resized_videos/4166343.mp4,/datadrive2/lqh/testset_data/filtered_masks/4166343, a dog running in a grass field,21.70895004272461
17284758,1,/datadrive2/lqh/testset_data/resized_videos/17284758.mp4,/datadrive2/lqh/testset_data/filtered_masks/17284758, sea city landscape water,21.6822452545166
10159565,1,/datadrive2/lqh/testset_data/resized_videos/10159565.mp4,/datadrive2/lqh/testset_data/filtered_masks/10159565, woman sitting on a chair with cross legs smiling at the camera,21.63252830505371
4919748,1,/datadrive2/lqh/testset_data/resized_videos/4919748.mp4,/datadrive2/lqh/testset_data/filtered_masks/4919748, a woman running in the field,21.506664276123047
3873088,1,/datadrive2/lqh/testset_data/resized_videos/3873088.mp4,/datadrive2/lqh/testset_data/filtered_masks/3873088,"A woman in a white tank top and red belt twirls energetically, her hair flying in motion against a marbled background.",21.43153190612793
4912529,1,/datadrive2/lqh/testset_data/resized_videos/4912529.mp4,/datadrive2/lqh/testset_data/filtered_masks/4912529,"A person in a pink headscarf holds a makeup brush near a mirror, with exposed brickwork in the background.",21.371225357055664
11295197,1,/datadrive2/lqh/testset_data/resized_videos/11295197.mp4,/datadrive2/lqh/testset_data/filtered_masks/11295197,"A partly frozen lake reflects the hillside and sky, surrounded by golden marshland, with houses dotted in the background.",21.33395767211914
3969240,1,/datadrive2/lqh/testset_data/resized_videos/3969240.mp4,/datadrive2/lqh/testset_data/filtered_masks/3969240, carabaos at a farm,21.13516616821289
10304640,1,/datadrive2/lqh/testset_data/resized_videos/10304640.mp4,/datadrive2/lqh/testset_data/filtered_masks/10304640, time lapse footage of moving clouds in the sky,21.057899475097656
5146511,1,/datadrive2/lqh/testset_data/resized_videos/5146511.mp4,/datadrive2/lqh/testset_data/filtered_masks/5146511, young girl dancing a ballet,21.01692008972168
4117439,1,/datadrive2/lqh/testset_data/resized_videos/4117439.mp4,/datadrive2/lqh/testset_data/filtered_masks/4117439, windy day at the wheat field,20.97282218933105
5262570,1,/datadrive2/lqh/testset_data/resized_videos/5262570.mp4,/datadrive2/lqh/testset_data/filtered_masks/5262570, woman swimming on the pool,20.89190101623535
6498976,1,/datadrive2/lqh/testset_data/resized_videos/6498976.mp4,/datadrive2/lqh/testset_data/filtered_masks/6498976, young man playing virtual reality game,20.657827377319336
19401541,1,/datadrive2/lqh/testset_data/resized_videos/19401541.mp4,/datadrive2/lqh/testset_data/filtered_masks/19401541,A towering palm tree sways gently in the breeze against a sky transitioning from day to night.,20.655010223388672
5778859,1,/datadrive2/lqh/testset_data/resized_videos/5778859.mp4,/datadrive2/lqh/testset_data/filtered_masks/5778859, business people in private jet,20.538122177124023
4301031,1,/datadrive2/lqh/testset_data/resized_videos/4301031.mp4,/datadrive2/lqh/testset_data/filtered_masks/4301031,A person in a vibrant blue traditional costume with floral patterns twirls during an outdoor cultural performance.,20.50264358520508
6192899,1,/datadrive2/lqh/testset_data/resized_videos/6192899.mp4,/datadrive2/lqh/testset_data/filtered_masks/6192899, a woman dancing in celebration of kwanzaa,20.49099922180176
6005174,1,/datadrive2/lqh/testset_data/resized_videos/6005174.mp4,/datadrive2/lqh/testset_data/filtered_masks/6005174, food woman tomatoes fruits,20.268985748291016
6788026,1,/datadrive2/lqh/testset_data/resized_videos/6788026.mp4,/datadrive2/lqh/testset_data/filtered_masks/6788026, couple filming their kissing,20.24451065063477
4260132,1,/datadrive2/lqh/testset_data/resized_videos/4260132.mp4,/datadrive2/lqh/testset_data/filtered_masks/4260132,"A person in a blue shirt exercises indoors with hand-held weights, surrounded by home decor and plants.",20.165830612182617
4332657,1,/datadrive2/lqh/testset_data/resized_videos/4332657.mp4,/datadrive2/lqh/testset_data/filtered_masks/4332657, a couple having a conversation in the bed,20.095836639404297
15717626,1,/datadrive2/lqh/testset_data/resized_videos/15717626.mp4,/datadrive2/lqh/testset_data/filtered_masks/15717626,"A person in boardshorts wakeboards on turbulent ocean waves, tethered to an unseen point off-camera.",19.73558235168457
3755533,1,/datadrive2/lqh/testset_data/resized_videos/3755533.mp4,/datadrive2/lqh/testset_data/filtered_masks/3755533, sewing a piece of fabric using a sewing machine,19.705480575561523
6235160,1,/datadrive2/lqh/testset_data/resized_videos/6235160.mp4,/datadrive2/lqh/testset_data/filtered_masks/6235160, close up of a snow covered pine tree branch,19.67738914489746
3335461,1,/datadrive2/lqh/testset_data/resized_videos/3335461.mp4,/datadrive2/lqh/testset_data/filtered_masks/3335461, waves of the beach using drone,19.67105484008789
5565597,1,/datadrive2/lqh/testset_data/resized_videos/5565597.mp4,/datadrive2/lqh/testset_data/filtered_masks/5565597, man sitting on the street,19.62190055847168
6631722,1,/datadrive2/lqh/testset_data/resized_videos/6631722.mp4,/datadrive2/lqh/testset_data/filtered_masks/6631722,"A person in a white coat stands near a staircase, hinting at movement either towards the clinical rooms ahead or returning from them.",19.591781616210938
5981599,1,/datadrive2/lqh/testset_data/resized_videos/5981599.mp4,/datadrive2/lqh/testset_data/filtered_masks/5981599, a young man meeting a woman in the office lobby,19.50653839111328
4361065,1,/datadrive2/lqh/testset_data/resized_videos/4361065.mp4,/datadrive2/lqh/testset_data/filtered_masks/4361065,"A person stands at a wooden kitchen table, stirring a bowl, with a smartphone on a tripod capturing the action, surrounded by potted plants and a minimalist kitchen setup.",19.489185333251957
4504646,1,/datadrive2/lqh/testset_data/resized_videos/4504646.mp4,/datadrive2/lqh/testset_data/filtered_masks/4504646, woman playing with green leaf,19.464763641357425
5243235,2,/datadrive2/lqh/testset_data/resized_videos/5243235.mp4,/datadrive2/lqh/testset_data/filtered_masks/5243235, crashing waves on seashore,67.6739730834961
5422239,2,/datadrive2/lqh/testset_data/resized_videos/5422239.mp4,/datadrive2/lqh/testset_data/filtered_masks/5422239, woman looking in mirror using hair straightener,66.4981460571289
15196738,2,/datadrive2/lqh/testset_data/resized_videos/15196738.mp4,/datadrive2/lqh/testset_data/filtered_masks/15196738, 3d animation of a dynamic textured surface,66.24797058105469
3273637,2,/datadrive2/lqh/testset_data/resized_videos/3273637.mp4,/datadrive2/lqh/testset_data/filtered_masks/3273637, a bullet train traveling fast above the rail tracks,62.87544250488281
