videoid,num_objects,path,trajectory_maps_path,text,flow,fid_value_mask_fid,mask_objectmc_mask_objmc,box_objectmc_mask_objmc,fid_value_box_fid,mask_objectmc_box_objmc,box_objectmc_box_objmc,score
15686379,1,/datadrive2/lqh/testset_data/resized_videos/15686379.mp4,/datadrive2/lqh/testset_data/filtered_masks/15686379,A blue car crosses a bridge over a rocky riverbed surrounded by lush green forests.,50.91215896606445,174.72966730466882,0.9803546399418682,0.985905688601474,97.77580711229426,0.9666263479854498,0.9829897155980972,267.0
4091648,1,/datadrive2/lqh/testset_data/resized_videos/4091648.mp4,/datadrive2/lqh/testset_data/filtered_masks/4091648, a boat with tourists getting ready to dock,39.47071075439453,31.373438468519154,0.929449793259588,0.9538084342079476,39.24533182098889,0.8419854282070005,0.914703980880602,274.0
4259000,1,/datadrive2/lqh/testset_data/resized_videos/4259000.mp4,/datadrive2/lqh/testset_data/filtered_masks/4259000, man doing sit ups,52.05447006225586,98.9521267497217,0.9734426258067038,0.9925393639242174,104.45618730720368,0.7568229174244774,0.9250210836964418,274.0
10433379,1,/datadrive2/lqh/testset_data/resized_videos/10433379.mp4,/datadrive2/lqh/testset_data/filtered_masks/10433379, a man drinking coffee at a campsite,26.3876953125,96.920710728061,0.97310128149883,0.9614355519030926,84.57461166078318,0.9610090198003894,0.9412976884633728,275.0
5585328,1,/datadrive2/lqh/testset_data/resized_videos/5585328.mp4,/datadrive2/lqh/testset_data/filtered_masks/5585328, time lapse video of a woman swimming in infinity pool,48.09330368041992,81.13038132898598,0.923663275211382,0.9879140664877571,110.870111992698,0.8114430980427922,0.9937708884825712,276.0
5045065,1,/datadrive2/lqh/testset_data/resized_videos/5045065.mp4,/datadrive2/lqh/testset_data/filtered_masks/5045065,"Two individuals are intimately seated beside each other, one with a neatly braided long white hair and the other showing a bare shoulder, amidst a blurred green backdrop.",47.45060729980469,130.37546582051547,0.9813434751043872,0.986507729602796,137.90196106663024,0.893805164324265,0.963993086713682,285.0
4519567,1,/datadrive2/lqh/testset_data/resized_videos/4519567.mp4,/datadrive2/lqh/testset_data/filtered_masks/4519567, woman wearing gray undergarments,24.048141479492188,96.57434625715332,0.9808918418665448,0.976179912832824,120.45552997269768,0.7593607101592734,0.9167514585345956,305.0
18101986,1,/datadrive2/lqh/testset_data/resized_videos/18101986.mp4,/datadrive2/lqh/testset_data/filtered_masks/18101986,A worker wearing a blue glove adjusts a component on a green and black machine in a manufacturing setting.,33.41422653198242,88.2106621841567,0.9640592448679474,0.9812120633839744,95.9122537297001,0.6107767349012467,0.982952376998806,307.0
3191807,1,/datadrive2/lqh/testset_data/resized_videos/3191807.mp4,/datadrive2/lqh/testset_data/filtered_masks/3191807, kids riding a carriage pulled by a horse,21.97795867919922,58.71730694752425,0.8915468523284724,0.9593384014236904,79.57483103547573,0.7425615750714211,0.976843493466984,315.0
3704164,1,/datadrive2/lqh/testset_data/resized_videos/3704164.mp4,/datadrive2/lqh/testset_data/filtered_masks/3704164, footage of the sea waves,117.6101303100586,104.8826709946751,0.9512098605587592,0.9518532155353868,87.21576060200098,0.9569833084509494,0.9587205987011412,323.0
3048203,1,/datadrive2/lqh/testset_data/resized_videos/3048203.mp4,/datadrive2/lqh/testset_data/filtered_masks/3048203, woman running and checking on her tracker,31.41302490234375,131.0063408551775,0.9807459151198586,0.991966054628562,182.37877412305485,0.7188328329088375,0.9776419296392568,327.0
4733114,1,/datadrive2/lqh/testset_data/resized_videos/4733114.mp4,/datadrive2/lqh/testset_data/filtered_masks/4733114, close up of a person using a water color,84.13556671142578,126.12390183059132,0.9804019339304106,0.9848116300152394,150.27388751832865,0.8179446549061359,0.9182675665928856,328.0
5905102,1,/datadrive2/lqh/testset_data/resized_videos/5905102.mp4,/datadrive2/lqh/testset_data/filtered_masks/5905102, a man walking on the seashore while holding a surf board,27.429292678833008,54.0368107344754,0.9735897040550988,0.9521290321721546,98.01636485495152,0.7164659551135709,0.864321693005498,333.0
4912529,1,/datadrive2/lqh/testset_data/resized_videos/4912529.mp4,/datadrive2/lqh/testset_data/filtered_masks/4912529,"A person in a pink headscarf holds a makeup brush near a mirror, with exposed brickwork in the background.",21.371225357055664,169.0182435138792,0.973238036389716,0.9942887523830384,213.9951130081061,0.8238109044099303,0.9924843280153518,340.0
4332657,1,/datadrive2/lqh/testset_data/resized_videos/4332657.mp4,/datadrive2/lqh/testset_data/filtered_masks/4332657, a couple having a conversation in the bed,20.095836639404297,186.92609852146708,0.9876302964257004,0.9931071036873058,206.5222268924012,0.8902107745238076,0.9300619495852288,342.0
4115682,1,/datadrive2/lqh/testset_data/resized_videos/4115682.mp4,/datadrive2/lqh/testset_data/filtered_masks/4115682, close up shot of a tree,22.03777885437012,112.3806786611446,0.8648820808068692,0.9686859259097832,53.06546711236054,0.8012475591183437,0.9697644467323552,344.0
17892955,1,/datadrive2/lqh/testset_data/resized_videos/17892955.mp4,/datadrive2/lqh/testset_data/filtered_masks/17892955, bosphorus sea boat to karakoy,44.067138671875,29.464894608424277,0.8629688279667402,0.9233536079855204,35.244660038338324,0.7607044609635976,0.8450473968955459,352.0
4684304,1,/datadrive2/lqh/testset_data/resized_videos/4684304.mp4,/datadrive2/lqh/testset_data/filtered_masks/4684304, women walking on the dirt road,29.64919090270996,119.43646908892866,0.9793185256312674,0.9851737168766806,148.03220191917416,0.7430390676253827,0.893366630914129,354.0
5068257,1,/datadrive2/lqh/testset_data/resized_videos/5068257.mp4,/datadrive2/lqh/testset_data/filtered_masks/5068257, woman wearing a wig and makeup,24.52583885192871,83.7074281356122,0.9570940745154564,0.9736200324517336,129.43677685148612,0.7744591070520305,0.8854412870210195,355.0
5146511,1,/datadrive2/lqh/testset_data/resized_videos/5146511.mp4,/datadrive2/lqh/testset_data/filtered_masks/5146511, young girl dancing a ballet,21.01692008972168,59.16599523982013,0.9531241864586096,0.988636512437732,87.71218042131599,0.4925044315419379,0.8395252492413021,355.0
11599395,1,/datadrive2/lqh/testset_data/resized_videos/11599395.mp4,/datadrive2/lqh/testset_data/filtered_masks/11599395, close up view of preparing rolled ice cream,22.12892341613769,187.6806553410005,0.9791212102706076,0.9832687589371027,164.15212198495513,0.9281665228096466,0.9688097020412668,355.0
3998956,1,/datadrive2/lqh/testset_data/resized_videos/3998956.mp4,/datadrive2/lqh/testset_data/filtered_masks/3998956, close up shot of american flag swaying,48.93179702758789,81.57253824524955,0.9463137464224114,0.9741435692770096,143.8717065517697,0.7514453010537675,0.9479466133984544,359.0
3755533,1,/datadrive2/lqh/testset_data/resized_videos/3755533.mp4,/datadrive2/lqh/testset_data/filtered_masks/3755533, sewing a piece of fabric using a sewing machine,19.705480575561523,116.86287999791958,0.9591091045302026,0.943669733145705,54.6758343287911,0.7636336752196243,0.8903252994720677,363.0
4281280,1,/datadrive2/lqh/testset_data/resized_videos/4281280.mp4,/datadrive2/lqh/testset_data/filtered_masks/4281280, a man inside the car holding the steering wheel,24.61892318725586,64.89863611228367,0.7606777141996559,0.9394861626673504,51.36154219864321,0.7366650989393062,0.9376658229936268,364.0
4264960,1,/datadrive2/lqh/testset_data/resized_videos/4264960.mp4,/datadrive2/lqh/testset_data/filtered_masks/4264960, man playing the guitar,27.8878116607666,30.93619630911065,0.8989231017550229,0.9857938768074778,44.47241626050417,0.4279169831114469,0.822020423520991,364.0
19401541,1,/datadrive2/lqh/testset_data/resized_videos/19401541.mp4,/datadrive2/lqh/testset_data/filtered_masks/19401541,A towering palm tree sways gently in the breeze against a sky transitioning from day to night.,20.655010223388672,81.59109870214573,0.9265390019156002,0.9604264984490358,85.91396615675596,0.6380279028722615,0.9553745942625926,367.0
6005174,1,/datadrive2/lqh/testset_data/resized_videos/6005174.mp4,/datadrive2/lqh/testset_data/filtered_masks/6005174, food woman tomatoes fruits,20.268985748291016,80.206644991158,0.9497941210513646,0.9536592128278628,103.58172351933558,0.7006372295103215,0.930133712516973,369.0
3335461,1,/datadrive2/lqh/testset_data/resized_videos/3335461.mp4,/datadrive2/lqh/testset_data/filtered_masks/3335461, waves of the beach using drone,19.67105484008789,97.37482256692944,0.8810095135982567,0.9882736724806568,80.5032821379421,0.7232280804217821,0.8192405792421221,371.0
4361065,1,/datadrive2/lqh/testset_data/resized_videos/4361065.mp4,/datadrive2/lqh/testset_data/filtered_masks/4361065,"A person stands at a wooden kitchen table, stirring a bowl, with a smartphone on a tripod capturing the action, surrounded by potted plants and a minimalist kitchen setup.",19.48918533325196,171.32284483958426,0.9744198961780824,0.981376336670668,115.37505395639678,0.7541041100444195,0.9075502557869451,371.0
5778859,1,/datadrive2/lqh/testset_data/resized_videos/5778859.mp4,/datadrive2/lqh/testset_data/filtered_masks/5778859, business people in private jet,20.538122177124023,75.68142976123447,0.950136830282896,0.9330023333240084,96.31977377799782,0.7617651248825426,0.8703800901635095,372.0
3969240,1,/datadrive2/lqh/testset_data/resized_videos/3969240.mp4,/datadrive2/lqh/testset_data/filtered_masks/3969240, carabaos at a farm,21.13516616821289,71.26358017862232,0.946333976237247,0.9633928569925636,79.6651504752947,0.6790314252798642,0.8476967147578988,375.0
4919748,1,/datadrive2/lqh/testset_data/resized_videos/4919748.mp4,/datadrive2/lqh/testset_data/filtered_masks/4919748, a woman running in the field,21.506664276123047,113.61500221611747,0.9615927893545756,0.9697091577503616,123.83248718827151,0.7043690759048115,0.8818003410477262,402.0
4301031,1,/datadrive2/lqh/testset_data/resized_videos/4301031.mp4,/datadrive2/lqh/testset_data/filtered_masks/4301031,A person in a vibrant blue traditional costume with floral patterns twirls during an outdoor cultural performance.,20.50264358520508,112.2724920894932,0.96878241294681,0.9789628743155508,134.21378457877145,0.6859696101918334,0.8574200485139221,403.0
5418380,1,/datadrive2/lqh/testset_data/resized_videos/5418380.mp4,/datadrive2/lqh/testset_data/filtered_masks/5418380, woman on top of a mountain cliff overlooking the ocean,23.755414962768555,97.48389182798414,0.9639336068404654,0.9730473832962132,100.75535176966622,0.6114289071800814,0.8248686391679595,404.0
10544168,1,/datadrive2/lqh/testset_data/resized_videos/10544168.mp4,/datadrive2/lqh/testset_data/filtered_masks/10544168, a smiling woman in a flowery dress running in a meadow,23.08957862854004,117.59976251145736,0.9584284699205436,0.9652456646685916,128.359567808082,0.7069102141820555,0.9111333661465084,410.0
4823200,1,/datadrive2/lqh/testset_data/resized_videos/4823200.mp4,/datadrive2/lqh/testset_data/filtered_masks/4823200, a man dancing at home,41.03802490234375,58.73266756617995,0.9626406237780254,0.9367019953915768,110.38016204092987,0.5731301952519877,0.8584798471267797,413.0
4742386,1,/datadrive2/lqh/testset_data/resized_videos/4742386.mp4,/datadrive2/lqh/testset_data/filtered_masks/4742386, man playing basketball at the playground,80.50996398925781,174.14448235801402,0.9801054967551096,0.949095398974892,149.6626178115322,0.7960662940163308,0.9135054193801104,417.0
12130356,1,/datadrive2/lqh/testset_data/resized_videos/12130356.mp4,/datadrive2/lqh/testset_data/filtered_masks/12130356, a dog running after its toy,30.469911575317383,95.3977341064121,0.9473776869734668,0.9692090677631616,117.40887897209942,0.5854251645204416,0.9011069058475112,418.0
6572844,1,/datadrive2/lqh/testset_data/resized_videos/6572844.mp4,/datadrive2/lqh/testset_data/filtered_masks/6572844, close up shot of a man holding on pommel horse grip,40.154293060302734,72.95582400826495,0.9559354238334602,0.982154426542564,124.42944890263126,0.5380874231044069,0.7884578284779589,419.0
10265180,1,/datadrive2/lqh/testset_data/resized_videos/10265180.mp4,/datadrive2/lqh/testset_data/filtered_masks/10265180, close up on man finger tutting,44.85483169555664,143.3673890152852,0.9484567647913048,0.9862502284438672,192.68130002668997,0.6588820633700799,0.9699439016084682,421.0
10601403,1,/datadrive2/lqh/testset_data/resized_videos/10601403.mp4,/datadrive2/lqh/testset_data/filtered_masks/10601403, a teen girl in a floral dress hanging out in a park,27.309431076049805,193.95017113843403,0.9375613333846328,0.976045298414394,150.6960323867155,0.7864713272530578,0.9621891599304112,427.0
12350428,1,/datadrive2/lqh/testset_data/resized_videos/12350428.mp4,/datadrive2/lqh/testset_data/filtered_masks/12350428,"The interior of a church is illuminated by stained glass windows and chandeliers, with a wooden pulpit and altar adorned with white flowers.",27.419307708740234,89.12926334206483,0.7888757200406704,0.9650720180503608,90.75171475221096,0.67169750878117,0.8749074730692263,427.0
11627817,1,/datadrive2/lqh/testset_data/resized_videos/11627817.mp4,/datadrive2/lqh/testset_data/filtered_masks/11627817, top view of sea waves on beach,46.596824645996094,196.30432024879764,0.9826129489446884,0.9853098399016912,212.07855684758405,0.7505691167707127,0.866311284876734,430.0
6022791,1,/datadrive2/lqh/testset_data/resized_videos/6022791.mp4,/datadrive2/lqh/testset_data/filtered_masks/6022791,"A person with a prosthetic leg is jumping rope in a park, surrounded by trees and a clear blue sky.",34.94513702392578,116.14834649363308,0.93192118868551,0.9785157328109032,117.51692787070247,0.5871902016779623,0.8962286518029663,434.0
13728896,1,/datadrive2/lqh/testset_data/resized_videos/13728896.mp4,/datadrive2/lqh/testset_data/filtered_masks/13728896, turquoise water in resort,44.32217788696289,126.6172677465475,0.951493415433576,0.9512188519280288,144.88132488436855,0.8489873662472979,0.859494955812354,435.0
6192899,1,/datadrive2/lqh/testset_data/resized_videos/6192899.mp4,/datadrive2/lqh/testset_data/filtered_masks/6192899, a woman dancing in celebration of kwanzaa,20.49099922180176,150.76582648364473,0.9524554643590548,0.975729186802809,150.08453432236948,0.6983367848600768,0.9232608736298812,435.0
5601396,1,/datadrive2/lqh/testset_data/resized_videos/5601396.mp4,/datadrive2/lqh/testset_data/filtered_masks/5601396, a woman walking barefooted on the sand,24.60296630859375,131.67087036621876,0.9593699946581108,0.9748615607974308,198.3044172228049,0.7112083752526818,0.9181308019094432,436.0
4866633,1,/datadrive2/lqh/testset_data/resized_videos/4866633.mp4,/datadrive2/lqh/testset_data/filtered_masks/4866633,"A person in a wetsuit diving underwater, with sunlight penetrating the ocean surface creating a serene scene.",34.48094940185547,68.93927861972885,0.899398720178468,0.9063365242499738,79.79636656416972,0.5894695155215792,0.84980528543659,436.0
15809779,1,/datadrive2/lqh/testset_data/resized_videos/15809779.mp4,/datadrive2/lqh/testset_data/filtered_masks/15809779, drone footage of a passenger train crossing a viaduct,22.595304489135746,75.35396250505377,0.92299857928864,0.9620830511139704,90.1081260883242,0.6282415090284234,0.7298878354275142,440.0
6498976,1,/datadrive2/lqh/testset_data/resized_videos/6498976.mp4,/datadrive2/lqh/testset_data/filtered_masks/6498976, young man playing virtual reality game,20.657827377319336,103.64098498949323,0.9633434523580876,0.985895054121691,209.630015567044,0.5902592887634522,0.8603419379063557,440.0
5614323,1,/datadrive2/lqh/testset_data/resized_videos/5614323.mp4,/datadrive2/lqh/testset_data/filtered_masks/5614323, cook hands kneading dough,26.328256607055664,44.058345573816624,0.8705441632261459,0.8621320201697805,41.7322625026588,0.6270055874738296,0.691412779564548,451.0
3987788,1,/datadrive2/lqh/testset_data/resized_videos/3987788.mp4,/datadrive2/lqh/testset_data/filtered_masks/3987788,"A person in an orange jacket stands outdoors with a hand raised to their head, overlooking a grassy landscape with a water body in the background.",22.127582550048828,95.58862734219323,0.9760349161444948,0.985110088981062,178.62293529428734,0.4682344730919993,0.7646150592878576,453.0
6388877,1,/datadrive2/lqh/testset_data/resized_videos/6388877.mp4,/datadrive2/lqh/testset_data/filtered_masks/6388877, woman doing box jump,25.719417572021484,103.98493282042774,0.9502583553020458,0.971910399995328,148.94406680194558,0.6391768813317394,0.8208526131761205,455.0
5565597,1,/datadrive2/lqh/testset_data/resized_videos/5565597.mp4,/datadrive2/lqh/testset_data/filtered_masks/5565597, man sitting on the street,19.62190055847168,167.3660281720505,0.9694484052506536,0.9851542769998234,178.47833367978603,0.6871610813461227,0.8155560558915473,461.0
6136996,1,/datadrive2/lqh/testset_data/resized_videos/6136996.mp4,/datadrive2/lqh/testset_data/filtered_masks/6136996,"A person stands by a marble counter under directional signage, next to a row of polished stone columns in a grand hallway.",22.743385314941406,149.56860339131123,0.9670515427564874,0.9492855990098732,125.82640005261462,0.6841310743984172,0.8657248846553146,463.0
5423855,1,/datadrive2/lqh/testset_data/resized_videos/5423855.mp4,/datadrive2/lqh/testset_data/filtered_masks/5423855, close up of a hickory horned devil,26.408016204833984,54.40014712599796,0.5619521467386928,0.8912704133188069,49.74465050539569,0.4591788415877924,0.866654965459136,477.0
4779526,1,/datadrive2/lqh/testset_data/resized_videos/4779526.mp4,/datadrive2/lqh/testset_data/filtered_masks/4779526,"A person in a white shirt embraces their knees, suggesting a moment of contemplation or emotional distress.",63.982696533203125,109.68607093213272,0.8951413935288958,0.9688051787534072,89.44805207945777,0.3419621879253871,0.8691387642884686,480.0
5833000,1,/datadrive2/lqh/testset_data/resized_videos/5833000.mp4,/datadrive2/lqh/testset_data/filtered_masks/5833000, person walking on a rocky pathway,42.40180969238281,123.85857567681248,0.9489638946420652,0.98157236462874,125.87600177718102,0.4993603162750924,0.8135750799980004,480.0
6654160,1,/datadrive2/lqh/testset_data/resized_videos/6654160.mp4,/datadrive2/lqh/testset_data/filtered_masks/6654160, woman opening the faucet,40.16520690917969,183.1237213542627,0.979410879625612,0.950320518051314,231.36967159724705,0.7012816048609503,0.9205700586376588,483.0
5592507,1,/datadrive2/lqh/testset_data/resized_videos/5592507.mp4,/datadrive2/lqh/testset_data/filtered_masks/5592507, person wearing pink gloves,34.30171585083008,168.7571699675184,0.979896062408787,0.9941758977489048,229.109197639708,0.5124917949349806,0.7950959707419231,486.0
6557764,1,/datadrive2/lqh/testset_data/resized_videos/6557764.mp4,/datadrive2/lqh/testset_data/filtered_masks/6557764, people playing table hockey,36.176300048828125,209.4510012869976,0.9714424273409604,0.9805188125065526,200.16079938983927,0.6820129553309721,0.8600211806775131,486.0
4088836,1,/datadrive2/lqh/testset_data/resized_videos/4088836.mp4,/datadrive2/lqh/testset_data/filtered_masks/4088836, music musician lifestyle sound,39.5662956237793,32.57426294274973,0.7374718762706469,0.9096914814942538,59.46457650316093,0.4147663113134992,0.7835533773240692,489.0
3010216,1,/datadrive2/lqh/testset_data/resized_videos/3010216.mp4,/datadrive2/lqh/testset_data/filtered_masks/3010216, a person making hand gestures and pointing at a map,24.79794311523437,77.22212317769275,0.969383309104542,0.9694937441595688,194.13946036185817,0.5170810864708276,0.6950475959120188,491.0
4983696,1,/datadrive2/lqh/testset_data/resized_videos/4983696.mp4,/datadrive2/lqh/testset_data/filtered_masks/4983696, person cooking a fish,26.87232208251953,143.5393005042958,0.9532287977304073,0.9900633450570137,216.7299083493138,0.6091326661946446,0.7991775169006039,497.0
5127006,1,/datadrive2/lqh/testset_data/resized_videos/5127006.mp4,/datadrive2/lqh/testset_data/filtered_masks/5127006,"A lone swimmer equipped with blue flippers dives deeper into the crystal clear waters, stirring up the sandy ocean floor as they go.",44.83356094360352,99.1260335969426,0.917334973174582,0.9689130096137888,110.5417310609332,0.3087872702388802,0.8517278339489309,498.0
15622734,1,/datadrive2/lqh/testset_data/resized_videos/15622734.mp4,/datadrive2/lqh/testset_data/filtered_masks/15622734, close up view of a person writing on a notebook,30.185646057128903,148.24616661263255,0.9852327361340496,0.984251809397404,205.4358577970072,0.5901171063076455,0.638058343111273,499.0
4011754,1,/datadrive2/lqh/testset_data/resized_videos/4011754.mp4,/datadrive2/lqh/testset_data/filtered_masks/4011754, cargo ship traveling the east river,26.32118225097656,22.195986552102497,0.4184596555895172,0.7300926707819496,22.38249147168871,0.393810357151411,0.7298203129602059,503.0
5039715,1,/datadrive2/lqh/testset_data/resized_videos/5039715.mp4,/datadrive2/lqh/testset_data/filtered_masks/5039715, man riding a skateboard in a skatepark,26.014636993408203,183.40511271723432,0.9328711953277288,0.967162244930852,184.59047550655663,0.614178026668799,0.9562668121768206,504.0
4260132,1,/datadrive2/lqh/testset_data/resized_videos/4260132.mp4,/datadrive2/lqh/testset_data/filtered_masks/4260132,"A person in a blue shirt exercises indoors with hand-held weights, surrounded by home decor and plants.",20.165830612182617,139.18909258220458,0.9729401474546664,0.7608603098093132,168.29621907376705,0.7535818963787462,0.822545161791236,505.0
