text,path,num_frames,width,height,trajectory_maps_path,videoid,mask_start_index,mask_end_index,flow
 aerial shot of white palace,/datadrive/videos-popular/5741488.mp4,144,3840,2160,/datadrive2/grounded_sam2_output/5741488/masks_images,5741488,0,143,3.812375783920288
"A close-up captures a person's ear and hair at dusk, with a hint of a windy environment.",/datadrive/videos-popular/10570658.mp4,1045,4096,2160,/datadrive2/grounded_sam2_output/10570658/masks_images,10570658,0,1044,5.714924335479736
 a woman tying a tree on a car,/datadrive/videos-popular/6127112.mp4,351,4096,2160,/datadrive2/grounded_sam2_output/6127112/masks_images,6127112,0,350,13.869336128234863
"A bright, golden-yellow squash blossom proudly unfolds its petals, contrasting with the surrounding lush greenery.",/datadrive/videos-popular/5194829.mp4,332,1920,1080,/datadrive2/grounded_sam2_output/5194829/masks_images,5194829,0,331,3.2500550746917725
 woman holding a baby while video calling someone,/datadrive/videos-popular/6413915.mp4,412,2160,3840,/datadrive2/grounded_sam2_output/6413915/masks_images,6413915,0,411,9.546019554138184
 people snorkelling in the blue sea,/datadrive/videos-popular/6059554.mp4,416,4096,2160,/datadrive2/grounded_sam2_output/6059554/masks_images,6059554,0,415,2.1205363273620605
 a delivery man riding on his motorbike,/datadrive/videos-popular/6867874.mp4,430,3840,2160,/datadrive2/grounded_sam2_output/6867874/masks_images,6867874,0,429,4.742200374603272
 close up of a bearded man smoking a tobacco pipe,/datadrive/videos-popular/10398169.mp4,996,2160,4096,/datadrive2/grounded_sam2_output/10398169/masks_images,10398169,0,995,3.5411577224731445
 mom and son having fun riding a swing,/datadrive/videos-popular/4978361.mp4,428,3840,2160,/datadrive2/grounded_sam2_output/4978361/masks_images,4978361,0,427,4.945789813995361
"The image shows a child's feet in polka dot socks, resting on a colorful children's book, with a wooden toy train on tracks nearby.",/datadrive/videos-popular/4016501.mp4,368,3840,2160,/datadrive2/grounded_sam2_output/4016501/masks_images,4016501,0,367,4.080698013305664
 a close up shot of a spraying bottle,/datadrive/videos-popular/4440707.mp4,59,720,1280,/datadrive2/grounded_sam2_output/4440707/masks_images,4440707,0,58,2.528340101242065
 a woman puts a red flower on a grave then sits,/datadrive/videos-popular/6840423.mp4,350,1920,1080,/datadrive2/grounded_sam2_output/6840423/masks_images,6840423,0,349,2.3251607418060303
 crossing bridge by car,/datadrive/videos-popular/13207718.mp4,44,1080,1920,/datadrive2/grounded_sam2_output/13207718/masks_images,13207718,0,43,5.278926372528076
 video in a lake,/datadrive/videos-popular/5520621.mp4,353,1080,1920,/datadrive2/grounded_sam2_output/5520621/masks_images,5520621,0,352,6.807275772094727
 close up video of flowers,/datadrive/videos-popular/5705249.mp4,404,1920,1080,/datadrive2/grounded_sam2_output/5705249/masks_images,5705249,0,403,5.572575092315674
 close up shot of a snail,/datadrive/videos-popular/5219350.mp4,327,1920,1080,/datadrive2/grounded_sam2_output/5219350/masks_images,5219350,0,326,4.676469326019287
 men having a conversation,/datadrive/videos-popular/4428750.mp4,306,3840,2160,/datadrive2/grounded_sam2_output/4428750/masks_images,4428750,0,305,3.826963424682617
 woman having hard time climbing the rock,/datadrive/videos-popular/4446861.mp4,303,3840,2160,/datadrive2/grounded_sam2_output/4446861/masks_images,4446861,0,302,5.846631050109863
 man wearing disposable coverall while cleaning the floor,/datadrive/videos-popular/6197562.mp4,719,2160,3840,/datadrive2/grounded_sam2_output/6197562/masks_images,6197562,0,718,7.13490104675293
A person wearing a chunky beige sweater and black boots is sitting with their legs crossed on a patterned chair behind a wooden table with ornate metal legs.,/datadrive/videos-popular/6024454.mp4,131,1080,1920,/datadrive2/grounded_sam2_output/6024454/masks_images,6024454,0,130,2.833063840866089
 flames in bonfire during night,/datadrive/videos-popular/11216732.mp4,492,1920,1080,/datadrive2/grounded_sam2_output/11216732/masks_images,11216732,0,491,6.374318599700928
 close up on man body while stretching,/datadrive/videos-popular/10639404.mp4,473,4096,2160,/datadrive2/grounded_sam2_output/10639404/masks_images,10639404,0,472,17.816896438598633
 food on the bed,/datadrive/videos-popular/5353266.mp4,188,1920,1080,/datadrive2/grounded_sam2_output/5353266/masks_images,5353266,0,187,2.9587810039520264
"As the sun sets, the sky is painted with vibrant shades of red and orange contrasting the silhouettes of the city buildings.",/datadrive/videos-popular/18999795.mp4,820,2160,3840,/datadrive2/grounded_sam2_output/18999795/masks_images,18999795,0,819,2.1840953826904297
 people riding dirt bike motorcycles,/datadrive/videos-popular/6740289.mp4,1003,3840,2160,/datadrive2/grounded_sam2_output/6740289/masks_images,6740289,0,1002,5.604694843292236
 couple running on rocky shore,/datadrive/videos-popular/6320388.mp4,253,2160,4096,/datadrive2/grounded_sam2_output/6320388/masks_images,6320388,0,252,7.518958568572998
"A person stands in a red-lit room with a neon flame on the wall, their hand raised in a gesture.",/datadrive/videos-popular/13710606.mp4,1085,1080,1920,/datadrive2/grounded_sam2_output/13710606/masks_images,13710606,0,1084,4.888654708862305
 attractive couple at golf fields,/datadrive/videos-popular/6230171.mp4,598,4096,2160,/datadrive2/grounded_sam2_output/6230171/masks_images,6230171,0,597,10.419243812561035
 a woman reading a book while soaked in a bath tub,/datadrive/videos-popular/4156326.mp4,1520,4096,2160,/datadrive2/grounded_sam2_output/4156326/masks_images,4156326,0,1519,2.574337244033813
 person slicing half a pizza,/datadrive/videos-popular/6093662.mp4,420,2160,4096,/datadrive2/grounded_sam2_output/6093662/masks_images,6093662,0,419,3.1958677768707275
 person chopping red cabbage,/datadrive/videos-popular/6811291.mp4,436,4096,2160,/datadrive2/grounded_sam2_output/6811291/masks_images,6811291,0,435,14.489633560180664
 volunteers walking with the dog while searching in the forest,/datadrive/videos-popular/10363700.mp4,337,4096,2160,/datadrive2/grounded_sam2_output/10363700/masks_images,10363700,0,336,16.261507034301758
 woman working at cafeteria,/datadrive/videos-popular/6683741.mp4,259,3840,2160,/datadrive2/grounded_sam2_output/6683741/masks_images,6683741,0,258,10.791292190551758
 footage of someone putting ice in the glass,/datadrive/videos-popular/3783027.mp4,323,1920,1080,/datadrive2/grounded_sam2_output/3783027/masks_images,3783027,0,322,3.940743923187256
 video of a road and cars,/datadrive/videos-popular/6283348.mp4,1565,2562,1440,/datadrive2/grounded_sam2_output/6283348/masks_images,6283348,0,1564,7.328606605529785
 a blue ribbon symbolizing world diabetes day,/datadrive/videos-popular/6824055.mp4,225,2160,3840,/datadrive2/grounded_sam2_output/6824055/masks_images,6824055,0,224,5.2477192878723145
 a woman applying shadows makeup under her eye,/datadrive/videos-popular/3181513.mp4,535,3840,2160,/datadrive2/grounded_sam2_output/3181513/masks_images,3181513,0,534,4.62588357925415
 an athlete practicing karate moves,/datadrive/videos-popular/6005336.mp4,251,1080,1920,/datadrive2/grounded_sam2_output/6005336/masks_images,6005336,0,250,2.5080060958862305
 water pond and castle in birds eye view,/datadrive/videos-popular/13144371.mp4,182,3840,2160,/datadrive2/grounded_sam2_output/13144371/masks_images,13144371,0,181,20.96945571899414
 men in the middle of a desert,/datadrive/videos-popular/5850472.mp4,417,4096,2160,/datadrive2/grounded_sam2_output/5850472/masks_images,5850472,0,416,16.189699172973633
 person feeding sheep with dandelion,/datadrive/videos-popular/11359114.mp4,180,3840,2160,/datadrive2/grounded_sam2_output/11359114/masks_images,11359114,0,179,6.85701847076416
A person scrolls through a blurry Instagram feed with a finger on a smartphone screen.,/datadrive/videos-popular/4232959.mp4,203,1920,1080,/datadrive2/grounded_sam2_output/4232959/masks_images,4232959,0,202,3.363367795944214
 close up video of a person running at the beach,/datadrive/videos-popular/6520308.mp4,211,4096,1974,/datadrive2/grounded_sam2_output/6520308/masks_images,6520308,0,210,36.64498519897461
 a woman cooking food,/datadrive/videos-popular/4912628.mp4,52,3840,2160,/datadrive2/grounded_sam2_output/4912628/masks_images,4912628,0,51,27.101491928100582
 video of condiments in a plastic container,/datadrive/videos-popular/5498893.mp4,264,1920,1080,/datadrive2/grounded_sam2_output/5498893/masks_images,5498893,0,263,4.950108051300049
"An aerial view of a rooftop pool with a person swimming and another standing by the edge, surrounded by white railings and concrete.",/datadrive/videos-popular/18340724.mp4,548,1920,1080,/datadrive2/grounded_sam2_output/18340724/masks_images,18340724,0,547,4.422751426696777
 time lapse video of the clouds in the sky,/datadrive/videos-popular/4352256.mp4,522,3840,2160,/datadrive2/grounded_sam2_output/4352256/masks_images,4352256,0,521,9.889930725097656
 a couple holding hands tightly,/datadrive/videos-popular/4918246.mp4,194,1080,1920,/datadrive2/grounded_sam2_output/4918246/masks_images,4918246,0,193,14.149144172668455
 man giving a gift box,/datadrive/videos-popular/6117605.mp4,377,4096,2160,/datadrive2/grounded_sam2_output/6117605/masks_images,6117605,0,376,7.975101470947266
"An individual with curly hair leans on a metal railing by a calm waterway, under a clear sky with a streetlight standing tall in the background.",/datadrive/videos-popular/4613297.mp4,1010,2160,4096,/datadrive2/grounded_sam2_output/4613297/masks_images,4613297,0,1009,4.047812461853027
 man with prosthetic leg getting ready to surf,/datadrive/videos-popular/5905056.mp4,294,3840,2160,/datadrive2/grounded_sam2_output/5905056/masks_images,5905056,0,293,2.2564263343811035
 a mother and daughter walking at the flower field while holding their hands,/datadrive/videos-popular/5355791.mp4,223,3840,2160,/datadrive2/grounded_sam2_output/5355791/masks_images,5355791,0,222,7.482455730438232
 person cooking on a griller,/datadrive/videos-popular/4909057.mp4,326,3840,2160,/datadrive2/grounded_sam2_output/4909057/masks_images,4909057,0,325,3.360285520553589
 restaurant man alcohol bar,/datadrive/videos-popular/4694338.mp4,748,4096,2160,/datadrive2/grounded_sam2_output/4694338/masks_images,4694338,0,747,10.118123054504396
 friends playing video games,/datadrive/videos-popular/6686155.mp4,2070,4096,2160,/datadrive2/grounded_sam2_output/6686155/masks_images,6686155,0,2069,7.485270023345947
