text,path,num_frames,width,height,trajectory_maps_path,videoid,mask_start_index,mask_end_index,flow
"A child reads a book under a colorful makeshift tent, surrounded by a bowl of popcorn and two adults.",/datadrive/videos-popular/6670287.mp4,1856,2160,4096,/datadrive2/grounded_sam2_output/6670287/masks_images,6670287,0,1855,5.197894096374512
 scenic view of a beautiful lake,/datadrive/videos-popular/5138887.mp4,146,1080,1920,/datadrive2/grounded_sam2_output/5138887/masks_images,5138887,0,145,44.66618347167969
 a boy smiling for the camera,/datadrive/videos-popular/5552625.mp4,173,3840,2160,/datadrive2/grounded_sam2_output/5552625/masks_images,5552625,0,172,5.516654968261719
 man and woman boating,/datadrive/videos-popular/6328332.mp4,1782,4096,2160,/datadrive2/grounded_sam2_output/6328332/masks_images,6328332,0,1781,5.571534633636475
 man dancing beside a christmas tree,/datadrive/videos-popular/6518074.mp4,350,2160,3840,/datadrive2/grounded_sam2_output/6518074/masks_images,6518074,0,349,19.45974540710449
 two women looking at drawings and comparing them,/datadrive/videos-popular/5384822.mp4,307,4096,2160,/datadrive2/grounded_sam2_output/5384822/masks_images,5384822,0,306,4.335001468658447
 aerial shot of white palace,/datadrive/videos-popular/5741488.mp4,144,3840,2160,/datadrive2/grounded_sam2_output/5741488/masks_images,5741488,0,143,3.812375783920288
"A close-up captures a person's ear and hair at dusk, with a hint of a windy environment.",/datadrive/videos-popular/10570658.mp4,1045,4096,2160,/datadrive2/grounded_sam2_output/10570658/masks_images,10570658,0,1044,5.714924335479736
 a woman tying a tree on a car,/datadrive/videos-popular/6127112.mp4,351,4096,2160,/datadrive2/grounded_sam2_output/6127112/masks_images,6127112,0,350,13.869336128234863
"A bright, golden-yellow squash blossom proudly unfolds its petals, contrasting with the surrounding lush greenery.",/datadrive/videos-popular/5194829.mp4,332,1920,1080,/datadrive2/grounded_sam2_output/5194829/masks_images,5194829,0,331,3.2500550746917725
 a delivery man riding on his motorbike,/datadrive/videos-popular/6867874.mp4,430,3840,2160,/datadrive2/grounded_sam2_output/6867874/masks_images,6867874,0,429,4.742200374603272
 mom and son having fun riding a swing,/datadrive/videos-popular/4978361.mp4,428,3840,2160,/datadrive2/grounded_sam2_output/4978361/masks_images,4978361,0,427,4.945789813995361
"The image shows a child's feet in polka dot socks, resting on a colorful children's book, with a wooden toy train on tracks nearby.",/datadrive/videos-popular/4016501.mp4,368,3840,2160,/datadrive2/grounded_sam2_output/4016501/masks_images,4016501,0,367,4.080698013305664
 a close up shot of a spraying bottle,/datadrive/videos-popular/4440707.mp4,59,720,1280,/datadrive2/grounded_sam2_output/4440707/masks_images,4440707,0,58,2.528340101242065
 a woman puts a red flower on a grave then sits,/datadrive/videos-popular/6840423.mp4,350,1920,1080,/datadrive2/grounded_sam2_output/6840423/masks_images,6840423,0,349,2.3251607418060303
 video in a lake,/datadrive/videos-popular/5520621.mp4,353,1080,1920,/datadrive2/grounded_sam2_output/5520621/masks_images,5520621,0,352,6.807275772094727
 close up shot of a snail,/datadrive/videos-popular/5219350.mp4,327,1920,1080,/datadrive2/grounded_sam2_output/5219350/masks_images,5219350,0,326,4.676469326019287
 men having a conversation,/datadrive/videos-popular/4428750.mp4,306,3840,2160,/datadrive2/grounded_sam2_output/4428750/masks_images,4428750,0,305,3.826963424682617
 man wearing disposable coverall while cleaning the floor,/datadrive/videos-popular/6197562.mp4,719,2160,3840,/datadrive2/grounded_sam2_output/6197562/masks_images,6197562,0,718,7.13490104675293
A person wearing a chunky beige sweater and black boots is sitting with their legs crossed on a patterned chair behind a wooden table with ornate metal legs.,/datadrive/videos-popular/6024454.mp4,131,1080,1920,/datadrive2/grounded_sam2_output/6024454/masks_images,6024454,0,130,2.833063840866089
 flames in bonfire during night,/datadrive/videos-popular/11216732.mp4,492,1920,1080,/datadrive2/grounded_sam2_output/11216732/masks_images,11216732,0,491,6.374318599700928
 close up on man body while stretching,/datadrive/videos-popular/10639404.mp4,473,4096,2160,/datadrive2/grounded_sam2_output/10639404/masks_images,10639404,0,472,17.816896438598633
 food on the bed,/datadrive/videos-popular/5353266.mp4,188,1920,1080,/datadrive2/grounded_sam2_output/5353266/masks_images,5353266,0,187,2.9587810039520264
"As the sun sets, the sky is painted with vibrant shades of red and orange contrasting the silhouettes of the city buildings.",/datadrive/videos-popular/18999795.mp4,811,2160,3840,/datadrive2/grounded_sam2_output/18999795/masks_images,18999795,0,810,2.1840953826904297
 couple running on rocky shore,/datadrive/videos-popular/6320388.mp4,228,2160,4096,/datadrive2/grounded_sam2_output/6320388/masks_images,6320388,0,227,7.518958568572998
"A person stands in a red-lit room with a neon flame on the wall, their hand raised in a gesture.",/datadrive/videos-popular/13710606.mp4,1085,1080,1920,/datadrive2/grounded_sam2_output/13710606/masks_images,13710606,0,1084,4.888654708862305
 attractive couple at golf fields,/datadrive/videos-popular/6230171.mp4,598,4096,2160,/datadrive2/grounded_sam2_output/6230171/masks_images,6230171,0,597,10.419243812561035
 a woman reading a book while soaked in a bath tub,/datadrive/videos-popular/4156326.mp4,1520,4096,2160,/datadrive2/grounded_sam2_output/4156326/masks_images,4156326,0,1519,2.574337244033813
 person slicing half a pizza,/datadrive/videos-popular/6093662.mp4,420,2160,4096,/datadrive2/grounded_sam2_output/6093662/masks_images,6093662,0,419,3.1958677768707275
 person chopping red cabbage,/datadrive/videos-popular/6811291.mp4,436,4096,2160,/datadrive2/grounded_sam2_output/6811291/masks_images,6811291,0,435,14.489633560180664
 volunteers walking with the dog while searching in the forest,/datadrive/videos-popular/10363700.mp4,85,4096,2160,/datadrive2/grounded_sam2_output/10363700/masks_images,10363700,0,84,16.261507034301758
 woman working at cafeteria,/datadrive/videos-popular/6683741.mp4,259,3840,2160,/datadrive2/grounded_sam2_output/6683741/masks_images,6683741,0,258,10.791292190551758
 footage of someone putting ice in the glass,/datadrive/videos-popular/3783027.mp4,323,1920,1080,/datadrive2/grounded_sam2_output/3783027/masks_images,3783027,0,322,3.940743923187256
 a woman applying shadows makeup under her eye,/datadrive/videos-popular/3181513.mp4,535,3840,2160,/datadrive2/grounded_sam2_output/3181513/masks_images,3181513,0,534,4.62588357925415
 an athlete practicing karate moves,/datadrive/videos-popular/6005336.mp4,251,1080,1920,/datadrive2/grounded_sam2_output/6005336/masks_images,6005336,0,250,2.5080060958862305
 water pond and castle in birds eye view,/datadrive/videos-popular/13144371.mp4,182,3840,2160,/datadrive2/grounded_sam2_output/13144371/masks_images,13144371,0,181,20.96945571899414
 men in the middle of a desert,/datadrive/videos-popular/5850472.mp4,417,4096,2160,/datadrive2/grounded_sam2_output/5850472/masks_images,5850472,0,416,16.189699172973633
A person scrolls through a blurry Instagram feed with a finger on a smartphone screen.,/datadrive/videos-popular/4232959.mp4,203,1920,1080,/datadrive2/grounded_sam2_output/4232959/masks_images,4232959,0,202,3.363367795944214
 close up video of a person running at the beach,/datadrive/videos-popular/6520308.mp4,211,4096,1974,/datadrive2/grounded_sam2_output/6520308/masks_images,6520308,0,210,36.64498519897461
 a woman cooking food,/datadrive/videos-popular/4912628.mp4,51,3840,2160,/datadrive2/grounded_sam2_output/4912628/masks_images,4912628,0,50,27.101491928100582
 a couple holding hands tightly,/datadrive/videos-popular/4918246.mp4,194,1080,1920,/datadrive2/grounded_sam2_output/4918246/masks_images,4918246,0,193,14.149144172668455
"An individual with curly hair leans on a metal railing by a calm waterway, under a clear sky with a streetlight standing tall in the background.",/datadrive/videos-popular/4613297.mp4,1010,2160,4096,/datadrive2/grounded_sam2_output/4613297/masks_images,4613297,0,1009,4.047812461853027
 man with prosthetic leg getting ready to surf,/datadrive/videos-popular/5905056.mp4,294,3840,2160,/datadrive2/grounded_sam2_output/5905056/masks_images,5905056,0,293,2.2564263343811035
 person cooking on a griller,/datadrive/videos-popular/4909057.mp4,25,3840,2160,/datadrive2/grounded_sam2_output/4909057/masks_images,4909057,0,24,3.360285520553589
 friends playing video games,/datadrive/videos-popular/6686155.mp4,2070,4096,2160,/datadrive2/grounded_sam2_output/6686155/masks_images,6686155,0,2069,7.485270023345947
 a float in a street parade passing by,/datadrive/videos-popular/4819179.mp4,269,3840,2160,/datadrive2/grounded_sam2_output/4819179/masks_images,4819179,0,268,2.388312101364136
"A person in a white coat engages with a glowing, high-tech device, amidst a sterile, blue-tinged environment.",/datadrive/videos-popular/6499161.mp4,366,2160,3840,/datadrive2/grounded_sam2_output/6499161/masks_images,6499161,0,365,7.317788600921631
 a customer buying from a store,/datadrive/videos-popular/4053579.mp4,380,1920,1080,/datadrive2/grounded_sam2_output/4053579/masks_images,4053579,0,379,2.68238377571106
 close up footage of a woman putting make up on her face,/datadrive/videos-popular/5067902.mp4,209,3840,2160,/datadrive2/grounded_sam2_output/5067902/masks_images,5067902,0,208,3.206015586853028
 clouds over road among fields,/datadrive/videos-popular/12196437.mp4,442,1080,1920,/datadrive2/grounded_sam2_output/12196437/masks_images,12196437,0,441,11.073193550109863
 people having a toast,/datadrive/videos-popular/5847789.mp4,223,2560,1080,/datadrive2/grounded_sam2_output/5847789/masks_images,5847789,0,222,2.7977406978607178
A woman gestures with her hands while conversing across a table in a room with dim ambient lighting.,/datadrive/videos-popular/4694334.mp4,390,2160,4096,/datadrive2/grounded_sam2_output/4694334/masks_images,4694334,0,389,5.435937881469727
 a close up shot of a lifebuoy,/datadrive/videos-popular/3918100.mp4,519,1920,1080,/datadrive2/grounded_sam2_output/3918100/masks_images,3918100,0,518,5.855173587799072
 woman putting wood logs in fireplace,/datadrive/videos-popular/6607124.mp4,495,4096,2160,/datadrive2/grounded_sam2_output/6607124/masks_images,6607124,0,494,5.018594264984131
 person doing non verbal communication with hands,/datadrive/videos-popular/10373873.mp4,627,1920,1080,/datadrive2/grounded_sam2_output/10373873/masks_images,10373873,0,626,5.367652416229248
"Two individuals are seated at a wooden dining table, with one extending an arm towards the other in a comforting gesture.",/datadrive/videos-popular/6296762.mp4,226,3840,2160,/datadrive2/grounded_sam2_output/6296762/masks_images,6296762,0,225,2.6308367252349854
 young woman smiling looking at camera,/datadrive/videos-popular/5337114.mp4,277,3840,2160,/datadrive2/grounded_sam2_output/5337114/masks_images,5337114,0,276,3.603099822998047
 a beautiful woman using fork and knife,/datadrive/videos-popular/6236331.mp4,610,2160,4096,/datadrive2/grounded_sam2_output/6236331/masks_images,6236331,0,609,2.537017107009888
 elderly man working out,/datadrive/videos-popular/6892552.mp4,221,2160,3840,/datadrive2/grounded_sam2_output/6892552/masks_images,6892552,0,220,9.983275413513184
"A woman with curly hair is bent over in a living room, adjusting a cable on an entertainment system.",/datadrive/videos-popular/4109208.mp4,360,2160,4096,/datadrive2/grounded_sam2_output/4109208/masks_images,4109208,0,359,4.940622806549072
 beautiful woman applying lip liner,/datadrive/videos-popular/5173822.mp4,266,4096,2160,/datadrive2/grounded_sam2_output/5173822/masks_images,5173822,0,265,4.749889850616455
 a woman sitting while surrounded with chamomile flowers,/datadrive/videos-popular/10549752.mp4,642,4096,2160,/datadrive2/grounded_sam2_output/10549752/masks_images,10549752,0,641,3.629868030548096
 woman scrubbing her legs with a brush,/datadrive/videos-popular/5308619.mp4,274,1920,1080,/datadrive2/grounded_sam2_output/5308619/masks_images,5308619,0,273,19.17333984375
A person in a red sweater holds a light-up sign that reads 'Merry Xmas 2021' with string lights draped over their arm.,/datadrive/videos-popular/6328609.mp4,145,1920,1080,/datadrive2/grounded_sam2_output/6328609/masks_images,6328609,0,144,9.98784065246582
 turning pages of a magazine,/datadrive/videos-popular/2385274.mp4,498,1920,1080,/datadrive2/grounded_sam2_output/2385274/masks_images,2385274,0,497,8.959587097167969
The image captures a reflective view in a round mirror surrounded by various makeup products on a wooden surface.,/datadrive/videos-popular/6894273.mp4,951,2160,4096,/datadrive2/grounded_sam2_output/6894273/masks_images,6894273,0,950,4.965829372406006
 family of three members walking through a lavender field,/datadrive/videos-popular/5124638.mp4,296,4096,2160,/datadrive2/grounded_sam2_output/5124638/masks_images,5124638,0,295,4.51939582824707
 a monk performing a ritual outdoors,/datadrive/videos-popular/5416130.mp4,623,2160,4096,/datadrive2/grounded_sam2_output/5416130/masks_images,5416130,0,622,3.1610372066497803
 a boxer taking a break on his corner,/datadrive/videos-popular/4761706.mp4,447,4096,2160,/datadrive2/grounded_sam2_output/4761706/masks_images,4761706,0,446,10.503972053527832
 hands water clean sink,/datadrive/videos-popular/3974634.mp4,3168,1920,1080,/datadrive2/grounded_sam2_output/3974634/masks_images,3974634,0,3167,2.2187421321868896
"An artist squeezes dark blue paint onto a palette, holding a paintbrush ready to create a masterpiece.",/datadrive/videos-popular/4360162.mp4,445,3840,2160,/datadrive2/grounded_sam2_output/4360162/masks_images,4360162,0,444,9.552535057067873
 a bridge over a huge waterfall,/datadrive/videos-popular/5762686.mp4,442,1920,1080,/datadrive2/grounded_sam2_output/5762686/masks_images,5762686,0,441,2.975948095321656
 couple at the stairs of a church,/datadrive/videos-popular/6284625.mp4,27,2160,4096,/datadrive2/grounded_sam2_output/6284625/masks_images,6284625,0,26,6.234440326690674
A person in a glittering gold outfit moves dynamically in a dimly-lit room washed with purple and red lights.,/datadrive/videos-popular/4722505.mp4,1045,2160,4096,/datadrive2/grounded_sam2_output/4722505/masks_images,4722505,0,1044,8.805398941040039
"A person stands confidently with their hands slightly extended against a plain white background, dressed in a dark button-up shirt.",/datadrive/videos-popular/6689099.mp4,593,2160,3840,/datadrive2/grounded_sam2_output/6689099/masks_images,6689099,0,592,2.6941826343536377
"Two individuals recline on a rooftop overlooking a street with parked cars, sharing a moment of relaxation above the city's hustle.",/datadrive/videos-popular/5934124.mp4,858,2160,4096,/datadrive2/grounded_sam2_output/5934124/masks_images,5934124,0,857,3.149687528610229
 a tennis player practicing his serving game,/datadrive/videos-popular/4902153.mp4,274,1066,1920,/datadrive2/grounded_sam2_output/4902153/masks_images,4902153,0,273,2.2252888679504395
 parents watching their daughter walking in heels,/datadrive/videos-popular/4890366.mp4,189,1920,1080,/datadrive2/grounded_sam2_output/4890366/masks_images,4890366,0,188,4.051342487335205
 girl house kitchen apartment,/datadrive/videos-popular/4109493.mp4,34,4096,2160,/datadrive2/grounded_sam2_output/4109493/masks_images,4109493,0,33,27.199132919311523
 young woman lying on bed holding notebook,/datadrive/videos-popular/6698408.mp4,517,4096,2160,/datadrive2/grounded_sam2_output/6698408/masks_images,6698408,0,516,5.8992180824279785
 instructor discussing body parts,/datadrive/videos-popular/6326797.mp4,534,1080,1920,/datadrive2/grounded_sam2_output/6326797/masks_images,6326797,0,533,3.859513759613037
 playing on piano in music studio,/datadrive/videos-popular/12336851.mp4,290,3840,2160,/datadrive2/grounded_sam2_output/12336851/masks_images,12336851,0,289,8.114187240600586
 hands girl cute palms,/datadrive/videos-popular/4714779.mp4,409,4096,2160,/datadrive2/grounded_sam2_output/4714779/masks_images,4714779,0,408,4.443290710449219
A person in a grey shirt flips through a notebook while working on a laptop with charts on the screen.,/datadrive/videos-popular/5742451.mp4,612,2160,4096,/datadrive2/grounded_sam2_output/5742451/masks_images,5742451,0,611,4.070149898529053
 young woman in park,/datadrive/videos-popular/11067423.mp4,192,1080,1920,/datadrive2/grounded_sam2_output/11067423/masks_images,11067423,0,191,5.747091770172119
A skyscraper under construction with scaffolding and a crane against a backdrop of a cloudy sky and mountainous landscape.,/datadrive/videos-popular/18874435.mp4,445,3840,2160,/datadrive2/grounded_sam2_output/18874435/masks_images,18874435,0,444,5.514979362487793
 an elderly man teaching a boy doing fishing using a fishing rod,/datadrive/videos-popular/10413019.mp4,1108,4096,2160,/datadrive2/grounded_sam2_output/10413019/masks_images,10413019,0,1107,3.0620646476745605
A person wearing dark gym shorts stands still in a gym with exercise equipment in the background.,/datadrive/videos-popular/6893303.mp4,400,3840,2160,/datadrive2/grounded_sam2_output/6893303/masks_images,6893303,0,399,15.617302894592283
 two hikers discussing things in the middle of forest,/datadrive/videos-popular/5060174.mp4,460,3840,2160,/datadrive2/grounded_sam2_output/5060174/masks_images,5060174,0,459,2.5313165187835693
 aerial footage of red rock formations by the sea,/datadrive/videos-popular/10626877.mp4,479,3840,2160,/datadrive2/grounded_sam2_output/10626877/masks_images,10626877,0,478,2.735265254974365
 men talking while wearing their judo uniform,/datadrive/videos-popular/6266889.mp4,445,3840,2160,/datadrive2/grounded_sam2_output/6266889/masks_images,6266889,0,444,5.047029972076416
 landscape man love people,/datadrive/videos-popular/18077828.mp4,356,1080,1920,/datadrive2/grounded_sam2_output/18077828/masks_images,18077828,0,355,5.014645099639893
 a young woman in a denim jacket and tinted sunglasses posing during a photo session,/datadrive/videos-popular/15778370.mp4,436,1920,1080,/datadrive2/grounded_sam2_output/15778370/masks_images,15778370,0,435,2.572620391845703
 person painting with a paint brush,/datadrive/videos-popular/5642077.mp4,15,1080,1920,/datadrive2/grounded_sam2_output/5642077/masks_images,5642077,0,14,11.390151977539062
"A white-faced cow stares into the camera, while others graze in the background, on a fenced rural pasture with green grass.",/datadrive/videos-popular/13696230.mp4,266,1920,1080,/datadrive2/grounded_sam2_output/13696230/masks_images,13696230,0,265,15.002129554748535
"A person in a white hoodie is holding a small, round object inside a vehicle.",/datadrive/videos-popular/6181462.mp4,100,3840,2160,/datadrive2/grounded_sam2_output/6181462/masks_images,6181462,0,99,7.92789363861084
 dad and daughter talking to each other while sitting beside a christmas tree,/datadrive/videos-popular/6141414.mp4,772,4096,2160,/datadrive2/grounded_sam2_output/6141414/masks_images,6141414,0,771,4.289042472839356
